,bowler,runs_conceded,balls_bowled,wickets,bowl_avg,balls_per_wicket,false_shot%,econ,%career_balls
1117,Akalanka Ganegama,29,31,0,inf,inf,16.13,5.61,73.81
1118,Michael Hussey,174,186,2,87.0,93.0,11.29,5.61,83.78
1119,Mahbubul Alam,142,152,4,35.5,38.0,21.71,5.61,68.47
1120,Muhammad Waseem,33,35,0,inf,inf,0.0,5.66,66.04
1121,Ariful Haque,17,18,0,inf,inf,16.67,5.67,100.0
1122,Pramod Madushan,144,152,7,20.57,21.71,26.97,5.68,41.76
1123,Zaheer Maqsood,88,93,3,29.33,31.0,0.0,5.68,77.5
1124,Brendan Taylor,227,240,6,37.83,40.0,8.33,5.68,93.02
1125,Jubair Hossain,73,77,3,24.33,25.67,24.68,5.69,66.96
1126,Ruaidhri Smith,77,81,1,77.0,81.0,0.0,5.7,90.0
1127,Cameron White,225,237,11,20.45,21.55,21.94,5.7,71.39
1128,Jermaine Lawson,96,101,2,48.0,50.5,20.79,5.7,88.6
1129,Matheesha Pathirana,223,234,9,24.78,26.0,31.2,5.72,45.88
1130,Aftab Ahmed,310,325,4,77.5,81.25,11.08,5.72,66.74
1131,Jonathan Carter,42,44,0,inf,inf,13.64,5.73,32.35
1132,Timycen Maruma,188,197,4,47.0,49.25,6.09,5.73,87.56
1133,Sabbir Rahman,131,137,1,131.0,137.0,8.76,5.74,44.77
1134,Hemant Dhami,45,47,3,15.0,15.67,0.0,5.74,95.92
1135,Adithya Ashok,47,49,0,inf,inf,12.24,5.76,80.33
1136,Karl Birkenstock,171,178,5,34.2,35.6,5.06,5.76,72.65
1137,Josephat Ababu,75,78,1,75.0,78.0,8.97,5.77,100.0
1138,Calvert Hooper,140,145,2,70.0,72.5,0.0,5.79,85.29
1139,Najibullah Zadran,28,29,0,inf,inf,10.34,5.79,96.67
1140,Wavell Hinds,287,297,7,41.0,42.43,12.46,5.8,69.56
1141,Karn Sharma,57,59,0,inf,inf,15.25,5.8,51.75
1142,Greg Thompson,69,71,1,69.0,71.0,0.0,5.83,98.61
1143,Jan-Izak de Villiers,34,35,1,34.0,35.0,0.0,5.83,60.34
1144,Darren Lehmann,196,201,5,39.2,40.2,13.93,5.85,100.0
1145,Keon Harding,43,44,0,inf,inf,13.64,5.86,70.97
1146,Andy Balbirnie,46,47,2,23.0,23.5,0.0,5.87,78.33
1147,Rilee Rossouw,44,45,1,44.0,45.0,24.44,5.87,100.0
1148,Varun Aaron,204,208,6,34.0,34.67,34.13,5.88,54.45
1149,Ben White,59,60,1,59.0,60.0,25.0,5.9,55.56
1150,Ryan Burl,481,488,14,34.36,34.86,12.5,5.91,66.67
1151,Ramnaresh Sarwan,84,85,2,42.0,42.5,11.76,5.93,26.56
1152,Chris Cairns,301,304,9,33.44,33.78,10.53,5.94,46.06
1153,Parvez Rasool,60,60,2,30.0,30.0,13.33,6.0,100.0
1154,Ramesh Mendis,66,66,4,16.5,16.5,13.64,6.0,91.67
1155,Chemar Holder,18,18,0,inf,inf,16.67,6.0,90.0
1156,Sai Sudharsan,2,2,0,inf,inf,0.0,6.0,66.67
1157,Spencer Johnson,5,5,0,inf,inf,0.0,6.0,10.2
1158,Gyanendra Malla,18,18,1,18.0,18.0,0.0,6.0,100.0
1159,Afzaal Haider,27,27,1,27.0,27.0,18.52,6.0,34.62
1160,Nelon Pascal,14,14,0,inf,inf,28.57,6.0,58.33
1161,Tanmay Mishra,6,6,1,6.0,6.0,0.0,6.0,100.0
1162,Mark Vermeulen,5,5,1,5.0,5.0,0.0,6.0,100.0
1163,Tanvir Ahmed,21,21,0,inf,inf,4.76,6.0,33.87
1164,Mrittunjoy Chowdhury,37,37,0,inf,inf,21.62,6.0,75.51
1165,Paul Mooney,6,6,0,inf,inf,33.33,6.0,11.11
1166,Wesley Barresi,24,24,0,inf,inf,0.0,6.0,80.0
1167,Umair Ali,48,48,0,inf,inf,0.0,6.0,43.24
1168,Keacy Carty,1,1,0,inf,inf,0.0,6.0,4.0
1169,Abu Jayed,36,36,0,inf,inf,25.0,6.0,33.33
1170,Matiullah Khan,19,19,0,inf,inf,21.05,6.0,63.33
1171,Usman Rafiq,7,7,0,inf,inf,0.0,6.0,21.88
1172,Tony Suji,7,7,0,inf,inf,0.0,6.0,26.92
1173,Matthew Short,12,12,0,inf,inf,25.0,6.0,16.67
1174,Piet Rinke,121,120,1,121.0,120.0,13.33,6.05,60.61
1175,Abhimanyu Mithun,87,86,2,43.5,43.0,30.23,6.07,47.78
1176,Tanbir Hayder,58,57,0,inf,inf,3.51,6.11,95.0
1177,Irving Romaine,52,51,1,52.0,51.0,0.0,6.12,60.71
1178,Aakash Chand,53,52,1,53.0,52.0,0.0,6.12,66.67
1179,Hiri Hiri,85,83,3,28.33,27.67,0.0,6.14,81.37
1180,Owais Shah,89,87,2,44.5,43.5,5.75,6.14,44.62
1181,Josclyn Pitcher,38,37,0,inf,inf,0.0,6.16,100.0
1182,Marnus Labuschagne,77,75,0,inf,inf,28.0,6.16,36.95
1183,Ambati Rayudu,106,103,2,53.0,51.5,6.8,6.17,84.43
1184,Murali Vijay,37,36,1,37.0,36.0,19.44,6.17,100.0
1185,Max O'Dowd,69,67,1,69.0,67.0,1.49,6.18,89.33
1186,Rahul Bhatia,60,58,2,30.0,29.0,5.17,6.21,52.25
1187,Lizaad Williams,143,138,4,35.75,34.5,17.39,6.22,63.59
1188,Vikram Solanki,56,54,0,inf,inf,9.26,6.22,48.65
1189,Jan Stander,60,57,2,30.0,28.5,0.0,6.32,38.0
1190,Paul Hitchcock,38,36,0,inf,inf,5.56,6.33,83.72
1191,Shaiman Anwar,84,78,3,28.0,26.0,0.0,6.46,67.24
1192,Rizwan Ahmed,26,24,0,inf,inf,16.67,6.5,100.0
1193,Dion Myers,13,12,1,13.0,12.0,16.67,6.5,100.0
1194,Zunaed Siddique,13,12,0,inf,inf,0.0,6.5,100.0
1195,Gareth Delany,125,115,2,62.5,57.5,18.26,6.52,29.49
1196,Ian Bell,49,45,2,24.5,22.5,31.11,6.53,64.29
1197,Dimuth Karunaratne,11,10,0,inf,inf,0.0,6.6,62.5
1198,Heinrich Klaasen,33,30,0,inf,inf,13.33,6.6,100.0
1199,Shaheed Keshvani,21,19,0,inf,inf,0.0,6.63,39.58
1200,Tamauri Tucker,20,18,0,inf,inf,5.56,6.67,29.51
1201,Janith Liyanage,30,27,1,30.0,27.0,7.41,6.67,21.09
1202,Kaushalya Weeraratne,19,17,0,inf,inf,23.53,6.71,23.61
1203,Shamim Hossain,9,8,0,inf,inf,0.0,6.75,66.67
1204,Kenneth Kamyuka,27,24,2,13.5,12.0,0.0,6.75,51.06
1205,Austin Codrington,35,31,0,inf,inf,0.0,6.77,100.0
1206,Liam Roche,44,39,1,44.0,39.0,12.82,6.77,28.26
1207,Abdool Samad,109,96,1,109.0,96.0,3.12,6.81,73.28
1208,Thilan Samaraweera,21,18,1,21.0,18.0,11.11,7.0,60.0
1209,Nasir Jamal,7,6,0,inf,inf,0.0,7.0,100.0
1210,Badal Singh,70,60,0,inf,inf,0.0,7.0,100.0
1211,Naveed Zadran,21,18,0,inf,inf,22.22,7.0,100.0
1212,Kithuruwan Vithanage,7,6,0,inf,inf,0.0,7.0,50.0
1213,Alviro Petersen,7,6,0,inf,inf,16.67,7.0,100.0
1214,Wasim Ali,7,6,0,inf,inf,0.0,7.0,66.67
1215,Dev Khanal,14,12,0,inf,inf,0.0,7.0,66.67
1216,Ricardo Powell,12,10,0,inf,inf,0.0,7.2,33.33
1217,Asa Tribe,30,25,0,inf,inf,4.0,7.2,100.0
1218,Ahmed Shehzad,63,52,0,inf,inf,13.46,7.27,44.83
1219,Nitish Kumar,16,13,0,inf,inf,0.0,7.38,19.7
1220,Abdul Rahman,32,26,0,inf,inf,15.38,7.38,25.0
1221,Kuldeep Sen,37,30,2,18.5,15.0,36.67,7.4,100.0
1222,Sarfaraz Ahmed,15,12,0,inf,inf,0.0,7.5,100.0
1223,Misbah-ul-Haq,30,24,0,inf,inf,16.67,7.5,100.0
1224,Khushdil Shah,15,12,0,inf,inf,0.0,7.5,11.11
1225,Shivam Dube,15,12,0,inf,inf,0.0,7.5,25.53
1226,Anthony Hawkins-Kay,38,30,0,inf,inf,0.0,7.6,55.56
1227,Andre Fletcher,14,11,0,inf,inf,0.0,7.64,39.29
1228,Asif Iqbal,23,18,0,inf,inf,0.0,7.67,75.0
1229,Saad Nasim,31,24,0,inf,inf,8.33,7.75,66.67
1230,Aftab Shamsudeen,24,18,0,inf,inf,0.0,8.0,100.0
1231,Zia-ur-Rehman,8,6,0,inf,inf,0.0,8.0,28.57
1232,Ishtiaq Muhammad,24,18,0,inf,inf,0.0,8.0,100.0
1233,Taufeeq Umar,8,6,0,inf,inf,0.0,8.0,100.0
1234,David Warner,8,6,0,inf,inf,0.0,8.0,100.0
1235,Hussain Talat,16,12,0,inf,inf,16.67,8.0,100.0
1236,Steven Outerbridge,16,12,1,16.0,12.0,8.33,8.0,33.33
1237,Ashen Bandara,8,6,0,inf,inf,16.67,8.0,100.0
1238,Hashmatullah Shahidi,8,6,0,inf,inf,0.0,8.0,33.33
1239,Chamika Gunasekara,8,6,0,inf,inf,50.0,8.0,100.0
1240,Scott Borthwick,72,54,0,inf,inf,11.11,8.0,100.0
1241,Gulam Bodi,8,6,0,inf,inf,0.0,8.0,100.0
1242,Trevor Garwe,31,23,0,inf,inf,0.0,8.09,65.71
1243,Yodhin Punja,23,17,0,inf,inf,0.0,8.12,47.22
1244,D'Arcy Short,33,24,0,inf,inf,4.17,8.25,26.67
1245,Vikram Singh,32,23,0,inf,inf,0.0,8.35,28.75
1246,Ravi Bishnoi,32,23,1,32.0,23.0,30.43,8.35,46.94
1247,Sybrand Engelbrecht,17,12,0,inf,inf,0.0,8.5,100.0
1248,Suryakumar Yadav,17,12,0,inf,inf,0.0,8.5,100.0
1249,Alexei Kervezee,34,24,0,inf,inf,0.0,8.5,100.0
1250,Asad Shafiq,9,6,0,inf,inf,0.0,9.0,50.0
1251,Babar Hayat,9,6,0,inf,inf,0.0,9.0,100.0
1252,Trevin Bastiampillai,20,13,0,inf,inf,0.0,9.23,72.22
1253,Matthew Humphreys,19,12,0,inf,inf,0.0,9.5,18.18
1254,Andrew Britton,13,8,0,inf,inf,0.0,9.75,22.22
1255,Tony Munyonga,10,6,0,inf,inf,0.0,10.0,100.0
1256,Justin Ontong,28,16,1,28.0,16.0,12.5,10.5,47.06
1257,Ian Nicolson,16,9,1,16.0,9.0,0.0,10.67,11.84
1258,Gautam Gambhir,13,7,0,inf,inf,28.57,11.14,100.0
1259,Michael Carberry,12,6,0,inf,inf,0.0,12.0,100.0
1260,Ahmed Shah,12,6,0,inf,inf,0.0,12.0,100.0
1261,Tony Ura,12,6,0,inf,inf,0.0,12.0,100.0
1262,Kyle Christie,6,3,0,inf,inf,0.0,12.0,33.33
1263,Shamsur Rahman,13,6,0,inf,inf,16.67,13.0,100.0
1264,Colin Ingram,17,6,0,inf,inf,16.67,17.0,100.0
1265,Arvind Kandappah,4,1,0,inf,inf,0.0,24.0,100.0
1266,Tamim Iqbal,6,1,0,inf,inf,0.0,36.0,16.67
